,qnum,orig_label,question,prompt,response,total,dem,ind,rep
0,1,1,Ambulance Experience,Have you ever been transported as a patient in an ambulance?,Yes,47,47,45,51
1,1,1,Ambulance Experience,Have you ever been transported as a patient in an ambulance?,No,50,51,50,48
2,1,1,Ambulance Experience,Have you ever been transported as a patient in an ambulance?,Not sure,3,2,5,2
3,1,1,Ambulance Experience,Have you ever been transported as a patient in an ambulance?,Totals,100,100,100,101
4,2,2,Number of Ambulance Rides,How many times have you been transported as a patient in an ambulance?,0,4,4,3,4
5,2,2,Number of Ambulance Rides,How many times have you been transported as a patient in an ambulance?,1,5,3,9,3
6,2,2,Number of Ambulance Rides,How many times have you been transported as a patient in an ambulance?,2,100,99,99,99
7,3,3,Last Ride in Ambulance,Was the last time you were transported as a patient in an ambulance...?,Within the past year,15,18,8,21
8,3,3,Last Ride in Ambulance,Was the last time you were transported as a patient in an ambulance...?,Within the past 5 years,31,34,28,30
9,3,3,Last Ride in Ambulance,Was the last time you were transported as a patient in an ambulance...?,Within the past 10 years,18,18,20,15
10,3,3,Last Ride in Ambulance,Was the last time you were transported as a patient in an ambulance...?,Within the past 20 years,17,16,18,17
11,3,3,Last Ride in Ambulance,Was the last time you were transported as a patient in an ambulance...?,Longer than 20 years ago,19,14,25,16
12,3,3,Last Ride in Ambulance,Was the last time you were transported as a patient in an ambulance...?,Not sure,1,0,1,1
13,3,3,Last Ride in Ambulance,Was the last time you were transported as a patient in an ambulance...?,Totals,101,100,100,100
14,4,4,Decision To Call Ambulance,"The last time you rode as a patient in an ambulance, whose decision was it to call the ambulance?",Your decision,43,48,37,43
15,4,4,Decision To Call Ambulance,"The last time you rode as a patient in an ambulance, whose decision was it to call the ambulance?",Someone else’s decision,53,49,58,53
16,4,4,Decision To Call Ambulance,"The last time you rode as a patient in an ambulance, whose decision was it to call the ambulance?",Not sure,4,2,5,4
17,4,4,Decision To Call Ambulance,"The last time you rode as a patient in an ambulance, whose decision was it to call the ambulance?",Totals,100,99,100,100
18,6,6,Satisfaction with Ambulance Experience,How satisfied or dissatisfied are you with your most recent experience being transported in an ambulance?,Very satisfied,46,44,39,54
19,6,6,Satisfaction with Ambulance Experience,How satisfied or dissatisfied are you with your most recent experience being transported in an ambulance?,Somewhat satisfied,19,23,16,19
